market,trade_date,source_type,source_granularity,source_origin,status,archive_path,sha256
spot,2017-11-08,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2017/11.2017/BTCUSDT-trades-2017-11-08.zip,41b24de9d5e92e19680c843cfa7c9232bdf96a8072fa265ac0166c5978d53557
spot,2017-11-12,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2017/11.2017/BTCUSDT-trades-2017-11-12.zip,2b587a5f3a0567ca8a560147aed827db4b89c03d0136bd822181b9bbae4be624
spot,2017-11-29,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2017/11.2017/BTCUSDT-trades-2017-11-29.zip,874e8da1be993da249be924d161ec0aebffc43df00ea8828d93be3e61378bf9f
spot,2017-11-30,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2017/11.2017/BTCUSDT-trades-2017-11-30.zip,e9716c63c7df3b7f2af01705fbbb3f02edd3b1ed9636b8b9ceb4f23338817f45
spot,2017-12-07,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2017-12.zip,45261b647c70862edd60e788ce20f32d3b78d0753f9841ba3ca0e50afdbfbefe
spot,2017-12-10,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2017-12.zip,45261b647c70862edd60e788ce20f32d3b78d0753f9841ba3ca0e50afdbfbefe
spot,2017-12-17,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2017-12.zip,45261b647c70862edd60e788ce20f32d3b78d0753f9841ba3ca0e50afdbfbefe
spot,2017-12-24,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2017-12.zip,45261b647c70862edd60e788ce20f32d3b78d0753f9841ba3ca0e50afdbfbefe
spot,2017-12-27,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2017-12.zip,45261b647c70862edd60e788ce20f32d3b78d0753f9841ba3ca0e50afdbfbefe
spot,2017-12-30,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2017-12.zip,45261b647c70862edd60e788ce20f32d3b78d0753f9841ba3ca0e50afdbfbefe
spot,2018-01-02,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2018-01.zip,645f8f581a6e4828df12f16b73f9f7451f12bef2ab24d4fc4b0466805e793e7d
spot,2018-01-04,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2018-01.zip,645f8f581a6e4828df12f16b73f9f7451f12bef2ab24d4fc4b0466805e793e7d
spot,2018-01-05,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2018-01.zip,645f8f581a6e4828df12f16b73f9f7451f12bef2ab24d4fc4b0466805e793e7d
spot,2018-01-17,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2018-01.zip,645f8f581a6e4828df12f16b73f9f7451f12bef2ab24d4fc4b0466805e793e7d
spot,2018-01-20,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2018-01.zip,645f8f581a6e4828df12f16b73f9f7451f12bef2ab24d4fc4b0466805e793e7d
spot,2018-01-23,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2018-01.zip,645f8f581a6e4828df12f16b73f9f7451f12bef2ab24d4fc4b0466805e793e7d
spot,2018-01-28,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2018-01.zip,645f8f581a6e4828df12f16b73f9f7451f12bef2ab24d4fc4b0466805e793e7d
spot,2018-02-05,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2018-02.zip,3f4e6c023fad49bef717cf976b643708d4025d557da98ba7b82a0ea953e0879c
spot,2018-02-20,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2018-02.zip,3f4e6c023fad49bef717cf976b643708d4025d557da98ba7b82a0ea953e0879c
spot,2018-02-25,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2018-02.zip,3f4e6c023fad49bef717cf976b643708d4025d557da98ba7b82a0ea953e0879c
spot,2018-03-05,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2018/03.2018/BTCUSDT-trades-2018-03-05.zip,9d7ec178533aba18264c787a24acda53d55155fb598025e79599a1f67d109286
spot,2018-03-18,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2018/03.2018/BTCUSDT-trades-2018-03-18.zip,02626565f0c0bd76d85543cac6e7c0e41aa2a25caaa51cd722d0607cd2acc757
spot,2018-03-21,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2018/03.2018/BTCUSDT-trades-2018-03-21.zip,f7ac59cf27dc514a5b6f0d0038e8503b52b133ddd1dfa14ec03bf509544ba8a3
spot,2018-04-01,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2018/04.2018/BTCUSDT-trades-2018-04-01.zip,224c7e8670830040329155dcb6d3caf78c2d5ee4197156b20aa29cb7d9384c29
spot,2018-05-05,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2018/05.2018/BTCUSDT-trades-2018-05-05.zip,db07bfc87bbbda49e9b7842a5edc48b0f2c8686a32cda41e36a0bf8d66d1cd61
spot,2018-06-24,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2018-06.zip,e487669f2629140a33afe142a940e1e69b87e41887ed54e272a2c9d937791d98
spot,2018-07-25,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2018-07.zip,8a0f2e363552010dbbcd7f621c9f8911888910ed83a0c763f81a0094b5306f48
spot,2018-08-14,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2018/08.2018/BTCUSDT-trades-2018-08-14.zip,0b0ebd0ac5b0f3141495647f549b6c59229d4c33e8368da6ab87554c34ff9200
spot,2018-09-04,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2018/09.2018/BTCUSDT-trades-2018-09-04.zip,5e28c99bb840fc06c81c88973da46158c0445a0f97913a9904ef9600a2325c85
spot,2018-09-19,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2018/09.2018/BTCUSDT-trades-2018-09-19.zip,2f1220ce0303a0e061177a4b5e1c794432569ff2546fd4ad0bdb56e7b6985d39
spot,2018-10-15,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2018-10.zip,ec9dd98bfabc8226c5aaca48262a070551a417fac22696c8440d6482a7f6dbb6
spot,2018-11-25,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2018-11.zip,96ef86d32b0c92a2261cc86680c22d4ea3c1848d43ab842f30516d6e9d8e4536
spot,2018-11-29,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2018-11.zip,96ef86d32b0c92a2261cc86680c22d4ea3c1848d43ab842f30516d6e9d8e4536
spot,2018-12-15,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2018/12.2018/BTCUSDT-trades-2018-12-15.zip,739493b583dbf474b5cb332907c224987a3720051e4f20e41d85ff606ae8589c
spot,2018-12-24,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2018/12.2018/BTCUSDT-trades-2018-12-24.zip,c06c5eda3a7ffe26aa1aac1557deccc036a3fb3c67420c6159b05fe8050c09cc
spot,2019-01-29,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2019/01.2019/BTCUSDT-trades-2019-01-29.zip,a67361a573fad9a3f29a2543465945b57bb0be744186add35739a76c90f01541
spot,2019-05-14,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2019-05.zip,5a701d36ec0b95c3bc36f422b5a5fc399940c37ec1d6d9875b2c117978aad83d
spot,2019-05-18,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2019-05.zip,5a701d36ec0b95c3bc36f422b5a5fc399940c37ec1d6d9875b2c117978aad83d
spot,2019-05-30,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2019-05.zip,5a701d36ec0b95c3bc36f422b5a5fc399940c37ec1d6d9875b2c117978aad83d
spot,2019-06-06,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2019-06.zip,c9713a0d38b180bb63e6ce7a9f3582d71dadb3a2df60ce70fb60ccd6c05eb2a5
spot,2019-06-26,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2019-06.zip,c9713a0d38b180bb63e6ce7a9f3582d71dadb3a2df60ce70fb60ccd6c05eb2a5
spot,2019-07-02,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2019/07.2019/BTCUSDT-trades-2019-07-02.zip,b354b9c7775b952c59e57b504d59fcc6008299153f78b4acd2fa79be87a9e7f0
spot,2019-07-10,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2019/07.2019/BTCUSDT-trades-2019-07-10.zip,3d890b7970e35902fca0efbd59f4232dc788c3707100dcb800cd33664c0252ab
spot,2019-07-17,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2019/07.2019/BTCUSDT-trades-2019-07-17.zip,6b3de6c3c3a0b54bf972a89944ecf5d5f521dcb46f6a061e1a9509a33e132c78
spot,2019-07-20,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2019/07.2019/BTCUSDT-trades-2019-07-20.zip,50936d95b0a579a56890c288a4a379fabd0275c20ab223ce368b8ca23bcbe54b
spot,2019-07-29,trades,raw_trade,raw_fallback_missing_local_aggtrades,fallback,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/candle and tick data/spot/ticks/official_daily_raw_trades_zip/2019/07.2019/BTCUSDT-trades-2019-07-29.zip,a3f85d0d2d514ac722beae9b8a0396287e01c4d2c19f7e0e0e1215d182e781e5
spot,2019-08-06,aggTrades,agg_trade,local_official_monthly_aggtrades,primary,/Users/yeshevika/Documents/Codex/2026-08-16/files-pasted-by-the-user-read/work/btc_1m_binance_official/spot/monthly_aggtrades_zip/BTCUSDT-aggTrades-2019-08.zip,1f21fc4013a38187c1d1f3fcdd9d1de64f100141e0ed290d8822fed28fba2902
